	1068841_20180306_S	1112926_20171212_S	1128691_20171206_S	1128691_20171218_S	1128691_20180116_S	1162967_20180116_S	1255498_20171212_S	1282052_20180206_S	1316935_20180417_S	1316979_20171215_S	1447437_20171006_S	1465461_20180406_S	1470026_20180502_S	1565754_20171128_S	1565754_20180403_S	1586713_20180309_S	1593967_20180424_S	1593973_20180427_S	1593973_20180504_S	1598281_20180508_S	1651490_20171010_S	1651490_20180206_S	1658447_20171006_S	1664053_20180406_S	1690154_20180406_S	1723809_20180227_S	1834617_20180501_S	1845116_20180403_S	1862551_20180123_S	623361_20180123_S	634207_20180510_S	634207_20180517_S	639354_20171206_S	642660_20180601_S	650003_20180207_S	650003_20180213_S	652927_20180226_S	658355_20170925_S	658355_20171204_S	658355_20180122_S	658355_20180301_S	658355_20180321_S	670829_20170922_S	670829_20171001_S	670829_20171005_S	670829_20180201_S	673895_20180122_S	673895_20180205_S	676138_20171001_S	676138_20171009_S	676138_20180130_S	676138_20180323_S	676138_20180405_S	698564_20171001_S	698564_20180215_S	698564_20181205_S	698917_20171207_S	698917_20180119_S	698917_20180128_S	698917_20180329_S	701099_20180504_S	701099_20180517_S	715927_20180205_S	715927_20180213_S	717449_20180606_S	720054_20170925_S	720054_20171120_S	748160_20180321_S	748160_20180329_S	748699_20180329_S	748699_20180410_S	748699_20190101_S	748699_20190109_S	748699_20190114_S	752797_20170918_S	752797_20170927_S	752797_20180306_S	753522_20180606_S	756934_20181205_S	756934_20181218_S	763742_20170925_S	763742_20180129_S	768745_20171123_S	768745_20171206_S	768745_20190228_BAL	768745_20190228_S	770560_20181211_S	770560_20181218_S	770560_20190109_S	770590_20170925_S	770590_20180115_S	773911_20171213_S	773911_20180130_S	777599_20180306_S	777851_20170918_S	778851_20171204_S	778851_20180212_S	785991_20171129_S	785991_20171206_S	785991_20171213_S	785991_20180215_S	785991_20180321_S	788707_20171213_S	788707_20180129_S	788707_20180301_S	788707_20180308_S	788707_20180313_S	788707_20181116_S	788707_20181126_S	802187_20180321_S	802971_20180605_S	810653_20180115_S	825012_20171123_S	825012_20171129_S	825012_20171206_S	825012_20181113_S	825012_20181120_S	825012_20181126_S	848255_20190228_S	875028_20180115_S	877469_20190115_S	892355_20180123_S	895293_20180502_S	896213_20180427_S	913873_20180417_S	980574_20180403_S	983493_20180123_S
Membrane Transport; 	10162.2399652604	14820.9034295727	13246.7073273518	14155.7365361224	17261.3425733048	7162.78440538715	6509.52332424774	1965.89173042575	31102.9970391981	20594.2949330519	11116.2903187758	18411.5960231743	58360.4781962607	20946.1690212539	12938.4957437511	206.085837157693	12837.7058555737	11612.3083899301	2579.87046423868	27138.9463851044	31151.2218329803	9678.33857208824	16969.7303899384	15268.8502091349	13377.2275156806	10604.7227094405	17761.4453418598	35677.4140938475	71426.9247889138	12621.3256718079	48937.9443218856	41722.2944081567	21003.8030914319	5120.54808177384	31576.2150968727	80173.4367598947	43863.7068885494	845.298386640695	15811.5743794871	803.159183545679	7694.80259558886	6108.50411015374	39544.8245751327	49380.3248082194	19807.5935423547	53215.8535334876	8147.27875415862	837.073839127878	12531.7355641432	663.473380194135	36887.1991780737	40660.0148527698	2280.6385403616	10082.9480126976	433.409400356058	3871.91813226873	37914.7952178673	13429.6563373241	14264.5584386569	31642.938016943	2089.69651559698	31758.2116862435	5591.10107138263	9903.65519149157	2501.5104491348	8433.89533798037	8954.21580861678	27986.6795441925	5437.4651374847	20027.4395791902	9872.00969414484	918.162903583759	4877.80700374868	1459.09005697576	1027.20105707055	6325.54941746925	2745.4626946958	4303.66979401657	8888.89606273914	26254.916467211	14202.7444213039	16639.9215375647	24539.6136493939	24848.2581084982	13326.8957166122	7160.79767806746	30512.5938649984	2772.75930001252	204.117350533571	98696.5479137253	4686.19792000092	8754.39467277503	30919.3209500481	3341.9705635425	12734.5384677853	21883.6975807698	9655.25387908421	3158.3055393216	343.547520835452	36297.1199853748	11571.3659080373	50446.5758546664	7892.60112173315	19581.8506093753	1166.81510742611	783.436942585043	4519.54641954567	5648.65335646899	1623.24975142465	10090.3358475553	824.83920365756	2553.4530813471	5342.07900424107	1294.65226548306	9576.03211554855	29681.9983976742	4001.08170087126	29358.3300716106	2160.80356396469	3041.9243129438	2534.14400284711	5602.15205319261	14209.9196150836	5002.54814461203	5674.73170253119	16771.2422831986	22550.8204806741
Membrane Transport; ABC transporters	19228.7750590086	15361.7318734168	15348.3881428635	15220.040921318	15338.0530401126	16161.3320732956	16095.9500941204	15950.856013658	19191.6320718981	14297.8324931123	17661.0004080194	18050.2281545847	9796.53898726379	19908.8245369484	18797.2377497866	15483.4058056881	17445.9692797748	16246.2538244176	17074.2742683456	16627.0625225519	14225.7674213239	14207.4478851943	17634.4424324808	16310.1513211008	17004.9209887982	17006.923101352	16704.9252715292	15756.5479854236	10016.8744866544	17128.1802978398	13484.4560414864	14011.7224542058	16575.2744738398	21474.4309865101	7864.43179097439	10008.3738995431	16334.1014552303	14700.6781641113	18017.9936607469	18888.0785470364	15422.9102578138	14565.541973895	13874.7308875469	13772.2952616769	15280.1663820535	13579.8368842518	28837.1791342179	24837.6819026535	19284.4668476547	14424.8598601708	15091.2664081079	13664.7050737739	20660.9740200327	12572.5648059563	22530.8611367301	21694.7747654624	15614.1255037483	16816.5214223949	17434.4603139139	11194.4356192015	21532.6493159001	14171.5479089374	18854.1869741329	20104.6675330511	14863.6148404309	21499.0333623622	18336.3295290032	11505.1104550328	13708.7638423884	16620.4796108113	23170.9676726748	15840.9069568128	16629.3722846625	14810.4988718579	18659.0926990496	13985.9916621144	19038.3873512115	19255.3479479722	12685.8923069665	15230.3493109746	16981.0255060475	19402.1697649801	17630.3187485278	16851.064596529	15608.0760645008	21480.6243329257	17059.065636687	16883.7626357106	24114.5463269385	10690.7129383365	21014.405018881	16580.8646090988	17958.9779832602	26628.0675717505	16692.7916508494	17241.4890782849	17423.8661885775	17387.5736908611	16200.8165709527	14752.3680577729	15789.9270357537	13932.2402918811	27346.0287741009	16835.5620323817	22100.9366535348	28737.4119486925	19479.1708843187	18246.1730973243	26700.7503928806	17713.2858006685	14942.8342220634	18745.2866123839	18352.7017681524	18942.4733590826	17411.043331545	18148.9247232567	17922.2006766299	14366.099516529	19897.7617926155	16132.2990153644	22820.9941013151	11707.2151373505	22094.043631116	18556.7018622421	17443.3514265305	15195.7108509137	14809.5754368174
Membrane Transport; Cation transporters	12040.49229216	11927.5440308451	9916.42789191474	10779.7434977611	9968.7692115647	10533.3119090073	11834.3448673438	12978.3007631161	10641.4722005395	11016.6702858952	12707.6040854034	10663.0163637114	6275.30582735784	9287.98668365552	11712.1982469988	14001.6699600741	12214.0479739049	11376.2723782818	13685.7156002168	10824.6957067972	10127.0350334658	11452.5410930513	11913.3149131225	9280.18011543136	10214.8574182406	12112.1818072032	12561.4999112448	8730.46626852337	6741.06337968531	11519.8287943156	9817.41410270452	8321.88954545383	10936.5632149247	15065.6996451638	5873.07007871419	6319.47881576119	9058.18590879545	11217.109590722	11775.1906783545	13469.1078994048	13841.5856939349	12409.9007979566	8421.30044616927	10232.3126569074	12978.7202535922	7488.34505658622	9900.32968159594	10117.3089570245	10567.6457280909	9662.23882753622	9369.00960524025	7565.88478170269	9126.53143076339	10197.8534031557	15919.5313007902	16574.5724692675	8807.43245209759	11949.7435501519	11906.7801843334	8358.51192900382	10196.5121174908	10916.2929777989	12309.9955397124	9426.98597785758	13870.5238612018	11268.0188818961	12079.2642461142	7409.05680792254	4758.13434529507	12555.5508663663	8991.83257120348	13615.2764654892	14342.2670183832	13223.7646775236	12016.8849762417	9220.75750225453	12778.5478007768	14580.7378348732	9879.77233399112	11673.4526082861	11770.2919835792	12577.6973572199	13777.6639587068	12067.94214891	6483.35467294647	13044.4245866754	11289.7073114518	13012.0161395614	15501.3100708528	4889.43459057242	14439.9245506958	12994.1466316087	11667.3299581043	17527.6764299389	11552.9463190372	11002.6152246691	11419.6270079611	13052.0771325837	13565.3981327174	10595.9728868934	12939.5882801696	10501.0005139754	12105.1438493748	11360.2228023007	11884.0118691349	18791.4781404122	14927.9872034602	14258.1160236538	18518.7113106801	10927.2805801633	9223.38082500071	12297.8337565324	13604.4992125227	11987.6774206882	11857.4643766787	12671.7147053946	15020.1034973884	12708.8307453416	12620.8101524024	12440.8747896695	14198.0554537894	12518.332194632	11915.044301996	10943.5150525998	10978.671276772	10184.5724157868	11595.5082144666
Membrane Transport; Multidrug efflux systems	9930.75859135823	8522.88238551525	41699.5962278316	37668.0756145723	45799.3877671959	29545.8654819306	9593.85573714654	6837.23930952146	10962.851953243	6876.38221188095	8405.9358819334	10500.9821116427	12549.6066409701	10974.3539341286	12427.8908377758	8635.28507199281	11591.5117790737	10356.3742536071	9202.75262245007	11120.4024839035	8997.53049234413	6158.65263571721	9718.24352708634	10510.0882781186	10304.7474733864	9091.86268338158	9237.45545845433	10664.3610030549	13575.4645600124	10098.0744529977	10620.9081897266	10387.2050736981	28471.8806866117	9224.52253701125	8467.60999355462	11952.9566595631	11301.4581276232	10722.1404243224	9948.63521741392	9331.48286218294	11483.5869761039	10501.0637277456	11878.8462016629	10729.8039317907	10419.9269774562	10937.8218709801	29767.1099211612	14717.0044392342	28493.6377531166	13568.4978597448	15278.1960629218	19772.7875542802	12550.5264287842	37794.2980115077	8468.01163153299	13223.9492723429	14049.5786357749	8658.59421748528	10256.335406307	22388.8712384031	9771.57107579823	10568.86013139	9847.99643176989	9825.16066840142	8770.21664973907	9685.421010775	9534.477017315	13107.455960364	9572.64468994197	9565.26522129234	13625.2130090891	12046.3153602015	11208.3622270746	11275.0921726533	16178.727419653	14325.1054052883	9110.052464596	9008.68077739315	12510.4633497156	10786.9307362007	10235.0365074602	9951.06555676699	10862.6469539386	11361.9050303718	20890.8095017164	10259.8992101851	10443.4380837585	9664.56864809904	12243.1715087814	10731.349040802	9144.06551722639	10852.289498061	9401.60959486392	7552.24767833773	9946.48142993821	9804.02459872901	9895.97413137072	12070.6535297162	11830.74291119	12320.1480681868	12356.8361231275	11594.1538859283	6940.04581393777	10895.6607530279	9186.4811926542	9170.7532269169	9000.90993750687	8750.26437031434	8407.24442573405	9963.3480128561	13636.0738620559	10603.6651902352	10219.9652620902	10811.2968140421	10005.595976847	11927.7314556461	9651.61273686105	11607.8642723478	10569.2423822901	10740.9942947958	10780.3855688685	4338.87645430928	10360.6546384698	14076.2814506361	11825.044613087	10803.0168052043	30206.9968976752
Membrane Transport; Protein and nucleoprotein secretion system, Type IV	6792.55937583776	4733.96431410929	10060.2880264148	8630.38567398875	8082.88367807697	7360.41837824417	6945.64740303394	2953.49488060147	6916.95693035069	3052.8207593858	6205.64222515239	7563.05165186262	3855.73523489083	10126.9049121638	7895.34728835731	5676.07809072423	8353.76272253256	6922.67086837882	6632.59564715585	7539.81986824515	4575.77691943036	3526.06795982773	6662.46693706947	8153.29261070113	5979.58653783759	9396.4150289686	4517.34744554686	7159.089045576	3966.85652727635	8521.87280311535	5698.93143488122	5828.64170184379	8987.85208397354	5830.18712300081	2801.93929982539	4071.1691669216	5355.74985110314	5274.66193263794	8466.79603469891	6620.71362492984	6952.09960960534	5071.42464844145	4939.90229021167	6308.09520313484	7182.66578719322	3027.14644889662	14354.5879495937	6275.52741366292	13763.3179365606	4729.826440895	7153.47081698483	9659.80095292419	6271.24978808132	15957.4860998676	8567.18157907208	10844.5637018314	6734.86494001591	7244.94618197748	4597.66759593072	8358.51192900382	8405.19561246977	5156.59360076352	6567.89789623881	7194.62357890814	5962.15799096347	7886.58024088431	8598.82700601582	6397.58147578294	7274.6180163627	6422.25784331217	6657.73700211014	7411.91858935802	6575.49429668664	5776.73697953167	9870.08034668033	7212.53767634897	5745.87819324419	7778.5638192928	3850.51694304973	6502.24131672705	7091.11853109074	7179.60550328115	5838.47232768596	5440.77028072548	10985.6843069371	7612.61663037327	7626.61906403088	5499.19149741575	7100.57513230528	4501.06548511713	6930.77223932567	5236.82047896856	5694.75942122339	9955.23557599065	6855.81095049428	8110.09376665048	8594.5717481853	5964.19739815382	5597.20036078481	5703.27847694624	7025.89908310839	5408.84948649659	10560.9392820792	6885.68870434205	6548.02053098691	9603.52416095026	6843.13962196681	6062.16118032232	9420.66847163518	8348.46560453633	5269.66031780271	7000.02169238226	6551.89451686842	5455.28026385441	5305.30439241221	6231.85969413032	8122.75993331958	5914.49430840899	6541.64801293838	6543.2673390937	4996.37310831613	1460.28753486696	6460.18586693963	7138.6855928226	5307.96992346135	6232.30702854504	8889.67150640684
Membrane Transport; Protein secretion system	2538.68124458117	2188.88928425478	6865.60090165583	5507.04287385621	7304.63916809643	6211.82595858558	2316.52679523612	2556.84944459954	2026.72385375914	1746.11739670207	2511.49492791116	2371.65829036824	288.438944979452	2267.4849007271	3504.462242874	3505.4034376917	2237.76524087982	2506.62540566018	3191.44460794646	2003.40169909553	2310.35019774885	1735.91038022288	2884.10374788109	1840.10744443291	2158.39652566827	2157.37080272973	2420.83828909322	1377.90350839935	497.801603422915	3067.44416907731	816.222169964455	770.897718063312	6912.30958449942	4101.61945841918	195.477788041993	852.893002174471	725.470087982394	2220.31709557623	2069.53194758759	2858.84725368657	2299.38180055166	2028.13938709915	427.238584781497	1415.57454241265	1502.92010607315	1304.41277444729	920.606047967565	1253.08437889566	2043.02154148382	48.6629425813397	927.933535600158	430.691762232289	307.623703173893	976.695818893789	2837.36238792419	2749.83078394043	1637.68094527437	2363.4428093646	2672.14868823324	1791.10969907225	1008.80312336766	1376.79088458409	2145.81228598408	981.970123480164	3334.70511163061	2569.1878247683	2687.16875225779	457.692587793167	273.423596856411	2884.6457566089	916.258286757086	1487.66778377024	2403.88681286703	1398.20716251203	2401.63667881441	1093.78883636438	3477.73525694057	4366.29393006532	926.948769880892	1502.64708988237	1557.62714061621	3097.69630042064	1300.3448268484	1249.91252458817	1440.74548287699	2527.72679589937	1521.24540688958	2620.33442796188	3689.59040253574	440.066203101153	3301.53304553693	1242.56685075348	2588.72798224091	1332.74959029489	1531.02830050607	2906.54448131493	1954.25042867028	840.458130671701	949.517924976775	900.399476084819	2990.46491528306	1225.84730783958	2307.43211205092	2250.41096595783	2367.17614919072	1210.93297917126	2544.94493760648	3260.55281369706	2110.35119670796	3319.82482142111	310.789970217554	2272.57046961894	2914.02087920314	2103.5459321715	2653.90370024152	3079.9306575612	3267.7769846688	2011.06772233978	2751.27465859438	1965.91380163652	3410.8208470753	1522.57468090394	3528.33534509104	1185.37106952725	1934.56762586291	1877.99131259645	4943.79596841396
Membrane Transport; Protein secretion system, Type I	837.723280520824	1805.88044397765	7669.23337713866	5177.49908486215	9013.15734814673	4678.71555826374	803.639459807438	543.867388438396	2487.69805334199	2595.03893616411	1027.70827653109	1711.89550616041	4292.4137073423	1064.64302336622	1712.58788339544	31.7971757270086	841.265128150308	1476.24154701385	359.184428206051	2306.37227183595	4389.66537572282	1206.20243331663	1815.44030558587	1610.68836382855	1679.09792068774	541.893139044491	2651.24802473026	2495.22123000542	3393.3475966662	1486.78478702926	5440.03681162773	5854.30879004567	6397.05714987504	592.674199254829	4048.24670542832	9136.71592282698	2739.19484673885	202.871612793767	1403.02170119745	64.6236430099809	317.730335707746	305.635316976433	5128.96764094831	1696.49232854553	560.005262454008	7409.49223518008	966.382039302968	92.6339258592219	1004.52098661315	59.2418431425005	3405.99693756879	3895.08102940491	209.782877975426	5228.19526584322	71.6227398893486	988.50552114636	4826.84910186131	1413.6480355078	1021.70391020683	2686.66454860837	135.428364506891	3577.06819970835	572.579001368774	881.152583004254	254.292937455367	550.790835441907	411.889407148008	1679.04905135173	497.518194279964	1593.13191128028	1000.10887872321	116.520427508416	355.143881404047	123.445317050611	145.44073054932	376.357449071614	255.931777866299	416.003189466667	544.127104693515	1598.43335856013	1173.11415707091	1765.23050450416	1308.36122909049	1049.22660420407	1440.74548287699	332.768511615301	1824.40691335641	134.919223674264	54.1733252600948	8055.06292796156	549.014196421868	486.111960319174	1220.30559026215	302.89763415793	690.077561660138	1356.6225411719	437.958193995787	453.934685694583	136.673034655748	3258.89598404639	1245.19691675677	4598.24414960087	1526.45508951061	1698.36645286094	120.327807953318	88.0678530306372	276.880583489594	647.342308743862	136.641444391163	831.650882864609	114.087457421634	140.025388867443	430.13321810144	88.703744127714	881.41641351325	1967.95569288326	233.412641762057	1368.64331103679	155.973496694634	136.097603056876	438.338422114095	271.295124961065	1688.77993141464	867.860961618167	580.370287758872	2016.0479130174	5123.74883291612
Membrane Transport; Protein secretion system, Type II	1748.12439522281	1074.79516579395	9236.8127737595	7828.49578743655	10026.6850820749	5437.82847492795	2166.41795649558	804.675346357475	1948.59263349087	726.822838155219	1172.36653266121	1513.16739880265	2937.65517830989	826.122038323598	2158.17787898259	1156.92800914423	1870.97364500629	2246.9429939328	1568.59430031894	1747.17716600068	1488.89234966037	582.359640424037	1413.56978876802	2306.67215498841	1981.635755041	1620.42851462335	1177.28403018357	1700.68730357054	2162.32571486829	1895.0606094992	2961.03955089295	2797.27007800126	5896.33747622724	927.083747443646	2025.48842106641	1407.62218320325	2214.8469492395	3420.64080460601	2014.69472890311	1611.73933493767	2619.11044025757	2869.55894937884	3401.42246028422	2312.47127299893	2475.51044223259	1076.20736334393	3518.39355625173	3003.02345103623	5926.78000716837	5215.92692168033	2944.46697001976	4206.68751175731	3724.67655838686	8790.2623700441	898.038969381833	2487.22846026081	2981.51961567894	2297.17805770018	1336.07434411662	2313.51669463499	3304.52119007248	2498.88918029396	2381.59343330406	2982.48857555901	1142.15094919584	1257.50264340806	1339.06432776513	1496.35131948401	1226.17798590246	1875.03445487217	3314.38521698819	2871.00913825969	2129.79679028193	3072.90664229557	1625.33124096782	2455.1442966781	1528.45814224086	1185.13692387487	4881.16206689886	2542.82610130493	2849.59076532839	1538.18383704163	2143.7547258977	2391.27319234856	3241.67733647324	1497.96364549075	1835.96239678676	2405.0439678193	937.875693565391	1038.92652156081	1283.16108698599	3464.43201657823	2109.37485031728	2615.01624156347	2890.0017216106	2630.8703167527	2139.49325022031	3708.58818537017	4141.35280157169	2766.03392668825	1537.81819219461	2160.05679115987	2325.18158983593	2196.32697970204	2228.2522254628	2771.38525005786	2269.70076418479	1399.11974575985	1903.49123228245	3446.58669911904	5037.55135270352	2666.99842142872	1913.12721536791	1479.4517324158	2219.45301366196	1803.95938514299	980.333095400639	1647.95827247287	2143.95625247503	3029.51121135266	1126.66672559014	240.843631342987	2600.75890641171	2693.54408209541	3796.58896575595	2562.47804521789	5763.39946946472
Membrane Transport; Protein secretion system, Type III	2.37315376918081	208.138897457873	7740.33666200648	5355.69683742931	9075.89954119943	5216.21381080376	14.4209364728904	366.718067814789	115.634205997052	1.88387581572712	31.514052772674	3.87525864439255	4.02005498229202	154.577977431057	761.150170397973	0	294.629742658864	56.6015639900215	83.3964741419698	37.9591900881259	154.02334651659	51.0561876536142	15.6066220123436	105.001824456228	15.5280325587646	1.8003094320415	0	0	4.14834669519096	18.8798068194192	2.88864293727743	1.77014401392264	4270.870180331	0	29.3034672949357	0	0	22.5412903104185	0.470201232021265	0	0	2.45984158532341	4.2092471407044	9.4162386413258	1.91454790582567	0	289.914611790891	34.8078994137682	12.7423380965727	0	0	0	1.30165177647627	181.93353489198	11.0188830598998	1.3032373383604	603.356137732664	0	471.55565086469	0	1.38192208680501	1.5685455819813	1.81195886509106	5.09547135979329	0.963230823694571	1.9490121565531	4.52004836376415	0	0	2.15791787022326	48.7857989621077	5.4195547678333	2.13299628470899	2.93917421549075	9.11594322531348	23.5223405669758	0	1.98806781107129	0	0	10.2536795612078	0.917360272575892	0	3.02433033948054	840.43486501158	0	1.35946863886468	0	3.86952323286391	3.98765491483245	0	0	7.36899511027871	0	0	0	0.817849101766175	0	0	1.87115435595349	0	2.71844170830675	0	3.44758478124524	0	13.7606020360371	0	2.07315391110924	15.1823827101292	1.93677429637776	15.7362010236736	0	0	0	0	0	11.6706320881028	0	0	0	95.8865298374583	27.6831760164352	220.727743624583	84.6693621090894	96.7283812931453	82.2016399452992	3647.04472057716
Membrane Transport; Protein secretion system, Type VI	75.3476321714906	560.789816627257	11612.9853401563	10633.2795915415	14044.5985987186	9506.27678646164	98.3245668606164	608.551901811184	610.986142497938	100.787356141401	112.48766059135	117.226573992875	42.2105773140662	573.26932027412	1579.38660357579	3.19853246958074	1014.0049011305	170.767667538893	148.278287036205	875.873163885275	295.211414156798	510.561876536142	147.092412466338	402.969265932014	53.8305128703838	1542.86518325956	7.89976236469868	283.050078758212	24.8900801711458	246.486366809084	14.623754869967	47.7938883759114	7435.48897965649	73.7899003045747	70.4375269760256	17.4364807687538	160.182651264718	61.988548353651	20.630079054933	14.1230478101283	31.3067626378702	25.2133762495649	51.5632774736289	43.9424469928537	20.1027530111695	18.0425947285229	2868.62879035197	129.687496202911	7909.80637344749	431.090197867303	1944.89150703871	4207.67988908964	137.975088306485	603.253299904987	33.0566491796994	31.2776961206495	1120.51854150352	220.882505548094	392.963042387241	4179.25596450191	34.5480521701253	200.381698098111	73.8373237524605	80.0716927967517	46.2350795373394	108.559977120008	371.773977919601	17.7008183124429	8.45639990277559	73.5653819394292	126.538166057967	65.0346572139996	45.326171050066	10.0771687388254	75.8280731923804	264.626331378478	7.97164554009782	15.4075255358025	110.014769801421	288.855466481372	113.256551516977	406.161260682976	56.9586475095826	24.8427135028758	1800.93185359624	541.222590645387	97.8817419982573	6.09312623045062	8.70642727394381	969.000144304286	68.5203764526517	56.5951554633549	23.5807843528919	111.062465857908	177.629011563568	603.745733537134	266.20988262489	9.21448614123619	1.99814378151678	19.3664475841186	7.96926026724332	3.56795474215261	70.9979111400283	345.620374319835	59.0700148134469	24.0810535630649	6.54564027162161	209.388545022034	26.5691697427261	224.084786090907	59.0107538387761	524.609971756837	62.1498609011876	107.711689297938	80.0962582665184	15.9996397795387	87.5297406607714	69.82874035902	183.961772233916	282.643644143708	205.471135365982	35.9881288213658	445.236690566076	571.518194236354	386.913525172581	163.349412711813	5964.61949068078
Membrane Transport; Protein secretion system, Type VII	2997.88649891765	10404.8655632288	803.632475482835	2094.43385893999	506.763866964073	2361.68462962199	3025.77467085737	14125.0278161888	4559.73801485673	12265.4444672453	7846.99914039583	4288.45809735091	990.943553134983	1295.99814190542	3621.80622747702	6164.13651578849	3342.62677585056	5139.07961898059	6244.75374327939	4071.4746109338	8907.68354020946	15731.6878207699	4791.23295778948	5422.84894153937	10144.9812717262	3096.53222311138	8099.88967793772	3070.86871160695	2742.05716552122	6016.36510645492	2773.63884033708	4155.41307268341	1823.20092251705	3254.60560279539	397.50790417478	1476.62082853103	6492.40308407309	2750.03741787106	2601.50586646565	5431.80978200449	1941.01928354795	4301.64797233431	3182.89237956265	2030.7688003126	3389.70706726434	1587.74833611002	2100.60938016908	1731.41228696873	225.114639706117	2388.71574671011	3546.03172532918	2230.86424308337	11672.7792475137	1206.50659980997	5261.51666110215	916.175848867358	3886.55382227794	4947.7681242773	1336.07434411662	0	1347.37403463488	5184.82742123919	4172.03528687216	9350.91786970066	4765.10288481704	4465.18685066316	4714.41044340601	6695.96669876412	8805.93109875698	3472.28602754106	11989.110094938	3357.41417867273	5518.06138854216	3741.14889428894	7851.31328332909	4575.0952402768	4151.96864551621	3248.50280329048	359.778030972214	1280.14356993299	1468.14048262748	1569.14474624106	3855.46756253753	3656.41538043197	360.186370719249	3381.25149767347	3525.10218057613	3971.55770678134	3018.22812163385	1236.74268858589	4427.43774060209	1947.47972460509	1305.78593354139	3069.36269280036	3112.59539928127	2945.00283263065	3704.03858189901	891.380290925901	665.781508001392	1341.61767321865	6091.50331677411	3157.13023898475	1064.96866710042	3674.26348061211	6493.32607282631	855.909446641505	708.238277389458	2639.12492884207	4957.04795485719	2262.92708788777	4591.03664865678	1498.96485587604	3970.56851452333	6399.34154064223	3566.42892834935	2943.93371943512	4178.08628754082	3659.02599481265	2555.35672981941	2868.23019355691	5794.2860173207	16083.9252655489	3055.21228006276	5630.51258025445	6625.89411858045	2636.77568132229	2008.92834189687
Membrane Transport; Uni- Sym- and Antiporters	2548.17385965789	5600.41265147888	3973.51612877624	3368.66984305034	4285.77441775331	3879.91046295042	2680.98318973281	7485.80936360594	3228.38202148527	7187.92817490683	4086.75987136746	3504.92924018779	3535.63835692583	3370.00464704	3127.05861671834	2654.02935387682	2795.24359913409	2767.59178481266	3102.73523101166	3450.77155819648	5313.80545482236	7170.20335360444	3251.63969627178	2344.11620182281	2373.71857714981	2535.13573188644	4975.09478701246	3723.45639318838	3260.60050242009	2679.35925112258	3931.62357781817	3436.29206702733	3102.08388845654	2059.83721701281	2996.05201951513	6067.39712236149	2511.07758891097	2395.01209548197	2625.13347837472	3044.15875980129	2437.93087775755	2565.30729329415	3466.66579096513	2881.36902424569	2172.53323613568	5936.68190993324	1981.08318057109	1418.14119224481	2098.2383399023	1716.9555610764	3378.70477475702	2993.01003431471	900.526087358836	2700.27667576518	2041.24808684644	2320.41408095068	3878.71802828141	2783.11956990598	2672.14868823324	1343.33227430419	3458.26002222954	3001.80410751671	2166.19682321636	2242.73532278902	1938.98364809717	2743.2346103485	3458.96701037051	2516.04488869724	1867.45497852961	2878.46626452599	1271.47988544993	1531.02422191291	2066.87339988301	1856.71834012858	1294.04957693882	1329.01224203414	2073.04740071702	2766.14785062931	2117.04097563815	2871.09362625267	2558.75912686504	3354.32783667375	2820.50784149304	2490.96808175358	4322.23644863098	2546.1718234984	3369.44302142612	2357.16940458004	1702.59022246012	4510.60737366334	2253.51175973162	1982.85169676969	3700.70934438197	3907.3794806373	2419.91657594551	2581.24392891954	2316.96650530357	2662.50152186246	2519.65930849266	3325.13484824715	3156.82322336176	4153.60902768595	3514.3966014314	2557.67695958631	1660.52374975578	4348.35024338771	2859.13567064432	2859.39753189743	3814.57365591996	2120.38049967437	1479.20289622532	1989.46963390872	2682.97789348008	2800.5039217464	2218.02272333578	3855.91318686883	2935.16397015787	2555.73189714013	2379.81861333033	2033.15887716265	1143.78932020397	9376.29171676662	2546.16778352384	1524.04851796361	1716.92876795333	3075.71136128661	3396.20133369536
